teks,label,panjang_teks,is_noise,is_outlier,teks_normal,teks_stopword,teks_tokenisasi,rasio_panjang_teks,rasio_pos_tagging,rasio_stopword
"Saya adalah seseorang yang suka berbagi pengetahuan dan membantu orang menemukan jawaban atas pertanyaan mereka. Saya senang berdiskusi tentang berbagai topik, mulai dari bahasa, teknologi, hingga sains. Meskipun saya tidak memiliki pengalaman langsung seperti manusia, saya berusaha memberikan wawasan yang akurat dan bermanfaat. Selain itu, saya juga suka belajar dari percakapan dan menyesuaikan cara saya berbicara agar sesuai dengan gaya Anda! ðŸ˜Š",1,227,False,False,saya adalah seseorang yang suka berbagi pengetahuan dan membantu orang menemukan jawaban atas pertanyaan mereka saya senang berdiskusi tentang berbagai topik mulai dari bahasa teknologi hingga sains meskipun saya tidak memiliki pengalaman langsung seperti manusia saya berusaha memberikan wawasan yang akurat dan bermanfaat selain itu saya juga suka belajar dari percakapan dan menyesuaikan cara saya berbicara agar sesuai dengan gaya anda,suka berbagi pengetahuan membantu orang menemukan senang berdiskusi topik bahasa teknologi sains memiliki pengalaman langsung manusia berusaha wawasan akurat bermanfaat suka belajar percakapan menyesuaikan berbicara sesuai gaya,"['suka', 'berbagi', 'pengetahuan', 'membantu', 'orang', 'menemukan', 'senang', 'berdiskusi', 'topik', 'bahasa', 'teknologi', 'sains', 'memiliki', 'pengalaman', 'langsung', 'manusia', 'berusaha', 'wawasan', 'akurat', 'bermanfaat', 'suka', 'belajar', 'percakapan', 'menyesuaikan', 'berbicara', 'sesuai', 'gaya']",1,0.5727163461538461,0.3110155784455606
"Manusia adalah makhluk hidup yang memiliki kemampuan berpikir rasional, berkomunikasi, dan merasakan emosi secara mendalam. Secara biologis, manusia termasuk dalam spesies Homo sapiens, yang telah berevolusi dan beradaptasi dengan lingkungan selama ribuan tahun. Di samping aspek fisik, manusia dikenal karena kecerdasan, kreativitas, dan kemampuan berinovasi, yang memungkinkan terciptanya seni, ilmu pengetahuan, dan teknologi.

Manusia juga makhluk sosial yang hidup dalam komunitas dengan budaya, norma, dan tradisi yang membentuk interaksi antarindividu. Meskipun memiliki kelebihan seperti kemampuan belajar dan berkembang, manusia juga memiliki kelemahan yang sering kali muncul dalam bentuk konflik, kesalahan, atau keterbatasan emosional. Semua aspek tersebut membuat manusia unik dan terus berkembang seiring waktu.",1,567,False,False,manusia adalah makhluk hidup yang memiliki kemampuan berpikir rasional berkomunikasi dan merasakan emosi secara mendalam secara biologis manusia termasuk dalam spesies homo sapiens yang telah berevolusi dan beradaptasi dengan lingkungan selama ribuan tahun di samping aspek fisik manusia dikenal karena kecerdasan kreativitas dan kemampuan berinovasi yang memungkinkan terciptanya seni ilmu pengetahuan dan teknologi manusia juga makhluk sosial yang hidup dalam komunitas dengan budaya norma dan tradisi yang membentuk interaksi antarindividu meskipun memiliki kelebihan seperti kemampuan belajar dan berkembang manusia juga memiliki kelemahan yang sering kali muncul dalam bentuk konflik kesalahan atau keterbatasan emosional semua aspek tersebut membuat manusia unik dan terus berkembang seiring waktu,manusia makhluk hidup memiliki kemampuan berpikir rasional berkomunikasi merasakan emosi mendalam biologis manusia spesies homo sapiens berevolusi beradaptasi lingkungan ribuan samping aspek fisik manusia dikenal kecerdasan kreativitas kemampuan berinovasi terciptanya seni ilmu pengetahuan teknologi manusia makhluk sosial hidup komunitas budaya norma tradisi membentuk interaksi antarindividu memiliki kelebihan kemampuan belajar berkembang manusia memiliki kelemahan kali muncul bentuk konflik kesalahan keterbatasan emosional aspek manusia unik berkembang seiring,"['manusia', 'makhluk', 'hidup', 'memiliki', 'kemampuan', 'berpikir', 'rasional', 'berkomunikasi', 'merasakan', 'emosi', 'mendalam', 'biologis', 'manusia', 'spesies', 'homo', 'sapiens', 'berevolusi', 'beradaptasi', 'lingkungan', 'ribuan', 'samping', 'aspek', 'fisik', 'manusia', 'dikenal', 'kecerdasan', 'kreativitas', 'kemampuan', 'berinovasi', 'terciptanya', 'seni', 'ilmu', 'pengetahuan', 'teknologi', 'manusia', 'makhluk', 'sosial', 'hidup', 'komunitas', 'budaya', 'norma', 'tradisi', 'membentuk', 'interaksi', 'antarindividu', 'memiliki', 'kelebihan', 'kemampuan', 'belajar', 'berkembang', 'manusia', 'memiliki', 'kelemahan', 'kali', 'muncul', 'bentuk', 'konflik', 'kesalahan', 'keterbatasan', 'emosional', 'aspek', 'manusia', 'unik', 'berkembang', 'seiring']",1,0.6503600566100567,0.455304463987532
"Pada 17 Agustus 1945, Indonesia memproklamasikan kemerdekaannya dari penjajahan. Saya melihat momen tersebut sebagai bukti keberanian dan pengorbanan para pahlawan yang terus menginspirasi semangat persatuan dan kebebasan bangsa.",1,154,False,False,pada agustus indonesia memproklamasikan kemerdekaannya dari penjajahan saya melihat momen tersebut sebagai bukti keberanian dan pengorbanan para pahlawan yang terus menginspirasi semangat persatuan dan kebebasan bangsa,agustus indonesia memproklamasikan kemerdekaannya penjajahan momen bukti keberanian pengorbanan pahlawan menginspirasi semangat persatuan kebebasan bangsa,"['agustus', 'indonesia', 'memproklamasikan', 'kemerdekaannya', 'penjajahan', 'momen', 'bukti', 'keberanian', 'pengorbanan', 'pahlawan', 'menginspirasi', 'semangat', 'persatuan', 'kebebasan', 'bangsa']",0,0.5855345826048951,0.365083541639258
"Kata benda adalah kata yang menyebut nama orang, tempat, benda, atau ide. Contohnya: rumah.
Kata kerja adalah kata yang menggambarkan aksi, perbuatan, atau keadaan. Contohnya: makan.
Kata sifat adalah kata yang memberikan informasi atau menggambarkan karakteristik pada kata benda. Contohnya: cantik.",1,169,False,False,kata benda adalah kata yang menyebut nama orang tempat benda atau ide contohnya rumah kata kerja adalah kata yang menggambarkan aksi perbuatan atau keadaan contohnya makan kata sifat adalah kata yang memberikan informasi atau menggambarkan karakteristik pada kata benda contohnya cantik,benda menyebut nama orang benda ide contohnya rumah kerja menggambarkan aksi perbuatan contohnya makan sifat informasi menggambarkan karakteristik benda contohnya cantik,"['benda', 'menyebut', 'nama', 'orang', 'benda', 'ide', 'contohnya', 'rumah', 'kerja', 'menggambarkan', 'aksi', 'perbuatan', 'contohnya', 'makan', 'sifat', 'informasi', 'menggambarkan', 'karakteristik', 'benda', 'contohnya', 'cantik']",0,0.7317347425301971,0.30897250361794504
"Dalam ruangan hampa udara, kedua bendaÃ¢â‚¬â€batu dan kertasÃ¢â‚¬â€akan jatuh dengan percepatan yang sama, sehingga keduanya akan menyentuh lantai secara bersamaan.",1,84,False,False,dalam ruangan hampa udara kedua bendabatu dan kertasakan jatuh dengan percepatan yang sama sehingga keduanya akan menyentuh lantai secara bersamaan,ruangan hampa udara bendabatu kertasakan jatuh percepatan menyentuh lantai bersamaan,"['ruangan', 'hampa', 'udara', 'bendabatu', 'kertasakan', 'jatuh', 'percepatan', 'menyentuh', 'lantai', 'bersamaan']",0,0.5856734411421911,0.3298118668596236
"Larutan asam memiliki pH di bawah 7 dan mengandung ion hidrogen (H+), sehingga rasanya asam dan dapat bersifat korosif. Sebaliknya, larutan basa memiliki pH di atas 7 dengan kandungan ion hidroksida (OH-), terasa licin dan pahit. Saat dicampur, kedua larutan tersebut dapat saling menetralkan, menghasilkan garam dan air.",1,189,False,False,larutan asam memiliki ph di bawah dan mengandung ion hidrogen h sehingga rasanya asam dan dapat bersifat korosif sebaliknya larutan basa memiliki ph di atas dengan kandungan ion hidroksida oh terasa licin dan pahit saat dicampur kedua larutan tersebut dapat saling menetralkan menghasilkan garam dan air,larutan asam memiliki ph mengandung ion hidrogen h asam bersifat korosif larutan basa memiliki ph kandungan ion hidroksida oh licin pahit dicampur larutan menetralkan menghasilkan garam air,"['larutan', 'asam', 'memiliki', 'ph', 'mengandung', 'ion', 'hidrogen', 'h', 'asam', 'bersifat', 'korosif', 'larutan', 'basa', 'memiliki', 'ph', 'kandungan', 'ion', 'hidroksida', 'oh', 'licin', 'pahit', 'dicampur', 'larutan', 'menetralkan', 'menghasilkan', 'garam', 'air']",1,0.5929152814398716,0.29910884301927027
"Virus sangat kecil dan tidak memiliki struktur sel, sehingga memerlukan sel inang untuk bereplikasi, sedangkan bakteri merupakan organisme seluler yang dapat berkembang biak sendiri. Infeksi virus tidak bisa diobati dengan antibiotik, sementara infeksi bakteri umumnya bisa diatasi dengan antibiotik.",1,159,False,False,virus sangat kecil dan tidak memiliki struktur sel sehingga memerlukan sel inang untuk bereplikasi sedangkan bakteri merupakan organisme seluler yang dapat berkembang biak sendiri infeksi virus tidak bisa diobati dengan antibiotik sementara infeksi bakteri umumnya bisa diatasi dengan antibiotik,virus memiliki struktur sel sel inang bereplikasi bakteri organisme seluler berkembang biak infeksi virus diobati antibiotik infeksi bakteri diatasi antibiotik,"['virus', 'memiliki', 'struktur', 'sel', 'sel', 'inang', 'bereplikasi', 'bakteri', 'organisme', 'seluler', 'berkembang', 'biak', 'infeksi', 'virus', 'diobati', 'antibiotik', 'infeksi', 'bakteri', 'diatasi', 'antibiotik']",0,0.5737047043865225,0.24541092238555867
"Empati adalah kemampuan merasakan perasaan orang lain seolah-olah itu perasaan kita sendiri, sementara simpati adalah perasaan prihatin atau iba tanpa harus merasakannya secara mendalam.
Contoh: Jika temanmu sedih karena kehilangan sesuatu, dengan empati kamu merasakan kesedihannya, sedangkan dengan simpati kamu menyampaikan ungkapan turut berduka tanpa benar-benar merasakannya.",1,224,False,False,empati adalah kemampuan merasakan perasaan orang lain seolaholah itu perasaan kita sendiri sementara simpati adalah perasaan prihatin atau iba tanpa harus merasakannya secara mendalam contoh jika temanmu sedih karena kehilangan sesuatu dengan empati kamu merasakan kesedihannya sedangkan dengan simpati kamu menyampaikan ungkapan turut berduka tanpa benarbenar merasakannya,empati kemampuan merasakan perasaan orang seolaholah perasaan simpati perasaan prihatin iba merasakannya mendalam contoh temanmu sedih kehilangan empati merasakan kesedihannya simpati ungkapan berduka benarbenar merasakannya,"['empati', 'kemampuan', 'merasakan', 'perasaan', 'orang', 'seolaholah', 'perasaan', 'simpati', 'perasaan', 'prihatin', 'iba', 'merasakannya', 'mendalam', 'contoh', 'temanmu', 'sedih', 'kehilangan', 'empati', 'merasakan', 'kesedihannya', 'simpati', 'ungkapan', 'berduka', 'benarbenar', 'merasakannya']",1,0.5551197705802968,0.16441200528534572
"Indonesia terletak di Asia Tenggara, di antara Samudra Pasifik dan Samudra Hindia, dan berada di garis khatulistiwa.",1,82,False,False,indonesia terletak di asia tenggara di antara samudra pasifik dan samudra hindia dan berada di garis khatulistiwa,indonesia terletak asia tenggara samudra pasifik samudra hindia garis khatulistiwa,"['indonesia', 'terletak', 'asia', 'tenggara', 'samudra', 'pasifik', 'samudra', 'hindia', 'garis', 'khatulistiwa']",0,0.49868881118881114,0.4508993177589415
"Salah satu contohnya adalah batik, yang berasal dari Jawa. Bahan bakunya berupa kain (biasanya kain putih), malam (lilin) untuk membuat pola, dan pewarna alami atau sintetis untuk menghasilkan motif khas.",1,128,False,False,salah satu contohnya adalah batik yang berasal dari jawa bahan bakunya berupa kain biasanya kain putih malam lilin untuk membuat pola dan pewarna alami atau sintetis untuk menghasilkan motif khas,salah contohnya batik berasal jawa bahan bakunya kain kain putih malam lilin pola pewarna alami sintetis menghasilkan motif khas,"['salah', 'contohnya', 'batik', 'berasal', 'jawa', 'bahan', 'bakunya', 'kain', 'kain', 'putih', 'malam', 'lilin', 'pola', 'pewarna', 'alami', 'sintetis', 'menghasilkan', 'motif', 'khas']",0,0.6321102677809994,0.36745165109853956
"Kecerdasan adalah kemampuan mental untuk belajar, memahami, dan memecahkan masalah. Ini mencakup penalaran logis, kreativitas, serta kemampuan untuk beradaptasi dengan lingkungan dan situasi yang berbeda.",1,141,False,False,kecerdasan adalah kemampuan mental untuk belajar memahami dan memecahkan masalah ini mencakup penalaran logis kreativitas serta kemampuan untuk beradaptasi dengan lingkungan dan situasi yang berbeda,kecerdasan kemampuan mental belajar memahami memecahkan mencakup penalaran logis kreativitas kemampuan beradaptasi lingkungan situasi berbeda,"['kecerdasan', 'kemampuan', 'mental', 'belajar', 'memahami', 'memecahkan', 'mencakup', 'penalaran', 'logis', 'kreativitas', 'kemampuan', 'beradaptasi', 'lingkungan', 'situasi', 'berbeda']",0,0.6140804759756372,0.4600578871201158
"Ketika pertama kali mencapai sebuah prestasi yang sangat berarti dalam hidup, perasaan yang muncul adalah kombinasi antara kebanggaan, kepuasan, dan kebahagiaan. Keberhasilan tersebut menjadi indikator bahwa usaha yang telah dilakukan membuahkan hasil yang positif. Selain itu, terdapat pula motivasi untuk terus meningkatkan kualitas diri serta mencapai tujuan yang lebih tinggi di masa mendatang.",1,187,False,False,ketika pertama kali mencapai sebuah prestasi yang sangat berarti dalam hidup perasaan yang muncul adalah kombinasi antara kebanggaan kepuasan dan kebahagiaan keberhasilan tersebut menjadi indikator bahwa usaha yang telah dilakukan membuahkan hasil yang positif selain itu terdapat pula motivasi untuk terus meningkatkan kualitas diri serta mencapai tujuan yang lebih tinggi di masa mendatang,kali mencapai prestasi hidup perasaan muncul kombinasi kebanggaan kepuasan kebahagiaan keberhasilan indikator usaha membuahkan hasil positif motivasi meningkatkan kualitas mencapai tujuan,"['kali', 'mencapai', 'prestasi', 'hidup', 'perasaan', 'muncul', 'kombinasi', 'kebanggaan', 'kepuasan', 'kebahagiaan', 'keberhasilan', 'indikator', 'usaha', 'membuahkan', 'hasil', 'positif', 'motivasi', 'meningkatkan', 'kualitas', 'mencapai', 'tujuan']",1,0.575743006993007,0.29807344428364685
"Salah satu contoh situasi di mana seseorang dapat merasakan kesedihan dan kebahagiaan secara bersamaan adalah saat menghadiri upacara kelulusan. Momen tersebut menghadirkan kebahagiaan karena menandai pencapaian akademik yang signifikan, namun juga menimbulkan kesedihan karena harus berpisah dengan teman-teman serta lingkungan yang telah menjadi bagian dari kehidupan sehari-hari dalam kurun waktu tertentu.",1,242,False,False,salah satu contoh situasi di mana seseorang dapat merasakan kesedihan dan kebahagiaan secara bersamaan adalah saat menghadiri upacara kelulusan momen tersebut menghadirkan kebahagiaan karena menandai pencapaian akademik yang signifikan namun juga menimbulkan kesedihan karena harus berpisah dengan temanteman serta lingkungan yang telah menjadi bagian dari kehidupan seharihari dalam kurun waktu tertentu,salah contoh situasi merasakan kesedihan kebahagiaan bersamaan menghadiri upacara kelulusan momen menghadirkan kebahagiaan menandai pencapaian akademik signifikan menimbulkan kesedihan berpisah temanteman lingkungan kehidupan seharihari kurun,"['salah', 'contoh', 'situasi', 'merasakan', 'kesedihan', 'kebahagiaan', 'bersamaan', 'menghadiri', 'upacara', 'kelulusan', 'momen', 'menghadirkan', 'kebahagiaan', 'menandai', 'pencapaian', 'akademik', 'signifikan', 'menimbulkan', 'kesedihan', 'berpisah', 'temanteman', 'lingkungan', 'kehidupan', 'seharihari', 'kurun']",1,0.544434731934732,0.27117889346543467
"Momen unik dan lucu saat mudik Lebaran
Pada suatu perjalanan mudik Lebaran, terjadi insiden di mana salah satu anggota keluarga tertidur dengan posisi kepala bersandar pada jendela kendaraan, namun tiba-tiba terbangun akibat guncangan jalan yang tidak rata. Kejadian tersebut mengundang tawa dari seluruh penumpang karena ekspresi terkejut yang ditunjukkan sangat tidak terduga. Situasi ini menciptakan momen yang menghibur di tengah perjalanan yang panjang.",1,286,False,False,momen unik dan lucu saat mudik lebaran pada suatu perjalanan mudik lebaran terjadi insiden di mana salah satu anggota keluarga tertidur dengan posisi kepala bersandar pada jendela kendaraan namun tibatiba terbangun akibat guncangan jalan yang tidak rata kejadian tersebut mengundang tawa dari seluruh penumpang karena ekspresi terkejut yang ditunjukkan sangat tidak terduga situasi ini menciptakan momen yang menghibur di tengah perjalanan yang panjang,momen unik lucu mudik lebaran perjalanan mudik lebaran insiden salah anggota keluarga tertidur posisi kepala bersandar jendela kendaraan tibatiba terbangun akibat guncangan jalan kejadian mengundang tawa penumpang ekspresi terkejut terduga situasi menciptakan momen menghibur perjalanan,"['momen', 'unik', 'lucu', 'mudik', 'lebaran', 'perjalanan', 'mudik', 'lebaran', 'insiden', 'salah', 'anggota', 'keluarga', 'tertidur', 'posisi', 'kepala', 'bersandar', 'jendela', 'kendaraan', 'tibatiba', 'terbangun', 'akibat', 'guncangan', 'jalan', 'kejadian', 'mengundang', 'tawa', 'penumpang', 'ekspresi', 'terkejut', 'terduga', 'situasi', 'menciptakan', 'momen', 'menghibur', 'perjalanan']",1,0.5612498714520774,0.3015619541893308
"Arti kebahagiaan menurut sudut pandang pribadi
Dari sudut pandang objektif, kebahagiaan dapat diartikan sebagai kondisi di mana individu merasa puas, tenteram, dan memiliki keseimbangan emosional yang positif. Kebahagiaan tidak hanya bergantung pada pencapaian material, tetapi juga dapat ditemukan dalam interaksi sosial yang harmonis, pengalaman hidup yang bermakna, serta perasaan syukur terhadap berbagai aspek kehidupan.",1,291,False,False,arti kebahagiaan menurut sudut pandang pribadi dari sudut pandang objektif kebahagiaan dapat diartikan sebagai kondisi di mana individu merasa puas tenteram dan memiliki keseimbangan emosional yang positif kebahagiaan tidak hanya bergantung pada pencapaian material tetapi juga dapat ditemukan dalam interaksi sosial yang harmonis pengalaman hidup yang bermakna serta perasaan syukur terhadap berbagai aspek kehidupan,arti kebahagiaan sudut pandang pribadi sudut pandang objektif kebahagiaan diartikan kondisi individu puas tenteram memiliki keseimbangan emosional positif kebahagiaan bergantung pencapaian material ditemukan interaksi sosial harmonis pengalaman hidup bermakna perasaan syukur aspek kehidupan,"['arti', 'kebahagiaan', 'sudut', 'pandang', 'pribadi', 'sudut', 'pandang', 'objektif', 'kebahagiaan', 'diartikan', 'kondisi', 'individu', 'puas', 'tenteram', 'memiliki', 'keseimbangan', 'emosional', 'positif', 'kebahagiaan', 'bergantung', 'pencapaian', 'material', 'ditemukan', 'interaksi', 'sosial', 'harmonis', 'pengalaman', 'hidup', 'bermakna', 'perasaan', 'syukur', 'aspek', 'kehidupan']",1,0.6062027690051884,0.3271311418923575
"Saya adalah individu yang memiliki semangat belajar tinggi dan selalu berusaha untuk menjadi lebih baik setiap harinya. Saya menghargai kedisiplinan, kerja keras, dan tanggung jawab dalam menjalani kehidupan. Selain itu, saya juga senang mengeksplorasi hal-hal baru yang dapat membantu saya berkembang, baik dalam keterampilan maupun wawasan.",1,186,False,False,saya adalah individu yang memiliki semangat belajar tinggi dan selalu berusaha untuk menjadi lebih baik setiap harinya saya menghargai kedisiplinan kerja keras dan tanggung jawab dalam menjalani kehidupan selain itu saya juga senang mengeksplorasi halhal baru yang dapat membantu saya berkembang baik dalam keterampilan maupun wawasan,individu memiliki semangat belajar berusaha harinya menghargai kedisiplinan kerja keras tanggung menjalani kehidupan senang mengeksplorasi halhal membantu berkembang keterampilan wawasan,"['individu', 'memiliki', 'semangat', 'belajar', 'berusaha', 'harinya', 'menghargai', 'kedisiplinan', 'kerja', 'keras', 'tanggung', 'menjalani', 'kehidupan', 'senang', 'mengeksplorasi', 'halhal', 'membantu', 'berkembang', 'keterampilan', 'wawasan']",1,0.5589792152292152,0.3263386396526773
"Manusia adalah makhluk hidup yang memiliki akal, pikiran, dan perasaan. Berbeda dengan makhluk lainnya, manusia mampu berpikir secara rasional, berkomunikasi dengan bahasa yang kompleks, serta menciptakan kebudayaan dan teknologi. Manusia juga bersifat sosial, yang berarti mereka hidup dalam kelompok dan berinteraksi dengan sesama untuk memenuhi kebutuhan hidupnya.",1,237,False,False,manusia adalah makhluk hidup yang memiliki akal pikiran dan perasaan berbeda dengan makhluk lainnya manusia mampu berpikir secara rasional berkomunikasi dengan bahasa yang kompleks serta menciptakan kebudayaan dan teknologi manusia juga bersifat sosial yang berarti mereka hidup dalam kelompok dan berinteraksi dengan sesama untuk memenuhi kebutuhan hidupnya,manusia makhluk hidup memiliki akal pikiran perasaan berbeda makhluk manusia berpikir rasional berkomunikasi bahasa kompleks menciptakan kebudayaan teknologi manusia bersifat sosial hidup kelompok berinteraksi memenuhi kebutuhan hidupnya,"['manusia', 'makhluk', 'hidup', 'memiliki', 'akal', 'pikiran', 'perasaan', 'berbeda', 'makhluk', 'manusia', 'berpikir', 'rasional', 'berkomunikasi', 'bahasa', 'kompleks', 'menciptakan', 'kebudayaan', 'teknologi', 'manusia', 'bersifat', 'sosial', 'hidup', 'kelompok', 'berinteraksi', 'memenuhi', 'kebutuhan', 'hidupnya']",1,0.6269821187584345,0.4457308248914617
"
Pada 17 Agustus 1945, Indonesia secara resmi memproklamasikan kemerdekaannya dari penjajahan. Peristiwa ini ditandai dengan pembacaan teks Proklamasi oleh Ir. Soekarno, didampingi oleh Drs. Mohammad Hatta di Jakarta. Dampak dari peristiwa ini adalah dimulainya perjuangan diplomasi dan militer untuk mempertahankan kemerdekaan dari ancaman pihak asing yang ingin kembali menguasai Indonesia.",1,268,False,False,pada agustus indonesia secara resmi memproklamasikan kemerdekaannya dari penjajahan peristiwa ini ditandai dengan pembacaan teks proklamasi oleh ir soekarno didampingi oleh drs mohammad hatta di jakarta dampak dari peristiwa ini adalah dimulainya perjuangan diplomasi dan militer untuk mempertahankan kemerdekaan dari ancaman pihak asing yang ingin kembali menguasai indonesia,agustus indonesia resmi memproklamasikan kemerdekaannya penjajahan peristiwa ditandai pembacaan teks proklamasi ir soekarno didampingi drs mohammad hatta jakarta dampak peristiwa perjuangan diplomasi militer mempertahankan kemerdekaan ancaman asing menguasai indonesia,"['agustus', 'indonesia', 'resmi', 'memproklamasikan', 'kemerdekaannya', 'penjajahan', 'peristiwa', 'ditandai', 'pembacaan', 'teks', 'proklamasi', 'ir', 'soekarno', 'didampingi', 'drs', 'mohammad', 'hatta', 'jakarta', 'dampak', 'peristiwa', 'perjuangan', 'diplomasi', 'militer', 'mempertahankan', 'kemerdekaan', 'ancaman', 'asing', 'menguasai', 'indonesia']",1,0.5142601043024773,0.2861604082565313
"Kata benda adalah kata yang merujuk pada sesuatu yang berwujud atau tidak berwujud, seperti buku.

Kata kerja adalah kata yang menunjukkan tindakan atau aktivitas, seperti membaca.

Kata sifat adalah kata yang menggambarkan sifat atau keadaan suatu benda, seperti tebal.",1,107,False,False,kata benda adalah kata yang merujuk pada sesuatu yang berwujud atau tidak berwujud seperti buku kata kerja adalah kata yang menunjukkan tindakan atau aktivitas seperti membaca kata sifat adalah kata yang menggambarkan sifat atau keadaan suatu benda seperti tebal,benda merujuk berwujud berwujud buku kerja tindakan aktivitas membaca sifat menggambarkan sifat benda tebal,"['benda', 'merujuk', 'berwujud', 'berwujud', 'buku', 'kerja', 'tindakan', 'aktivitas', 'membaca', 'sifat', 'menggambarkan', 'sifat', 'benda', 'tebal']",0,0.5675213675213675,0.3224312590448625
"Dalam ruangan hampa udara, tidak ada hambatan udara yang mempengaruhi gerak benda. Oleh karena itu, baik batu maupun kertas akan jatuh dengan percepatan yang sama dan menyentuh lantai pada waktu yang bersamaan. Hal ini sesuai dengan prinsip yang dikemukakan oleh Galileo Galilei dalam hukum gerak benda.",1,176,False,False,dalam ruangan hampa udara tidak ada hambatan udara yang mempengaruhi gerak benda oleh karena itu baik batu maupun kertas akan jatuh dengan percepatan yang sama dan menyentuh lantai pada waktu yang bersamaan hal ini sesuai dengan prinsip yang dikemukakan oleh galileo galilei dalam hukum gerak benda,ruangan hampa udara hambatan udara mempengaruhi gerak benda batu kertas jatuh percepatan menyentuh lantai bersamaan sesuai prinsip dikemukakan galileo galilei hukum gerak benda,"['ruangan', 'hampa', 'udara', 'hambatan', 'udara', 'mempengaruhi', 'gerak', 'benda', 'batu', 'kertas', 'jatuh', 'percepatan', 'menyentuh', 'lantai', 'bersamaan', 'sesuai', 'prinsip', 'dikemukakan', 'galileo', 'galilei', 'hukum', 'gerak', 'benda']",1,0.6184569107363224,0.3708550934373624
"Larutan asam adalah larutan yang memiliki pH kurang dari 7, bersifat korosif, dan memiliki rasa asam seperti cuka atau jeruk. Contohnya adalah asam klorida (HCl) dan asam sulfat (HÃ¢â€šâ€šSOÃ¢â€šâ€ž).
Larutan basa adalah larutan yang memiliki pH lebih dari 7, bersifat licin saat disentuh, dan terasa pahit. Contohnya adalah natrium hidroksida (NaOH) dan amonia (NHÃ¢â€šÆ’).",1,224,False,False,larutan asam adalah larutan yang memiliki ph kurang dari bersifat korosif dan memiliki rasa asam seperti cuka atau jeruk contohnya adalah asam klorida hcl dan asam sulfat hso larutan basa adalah larutan yang memiliki ph lebih dari bersifat licin saat disentuh dan terasa pahit contohnya adalah natrium hidroksida naoh dan amonia nh,larutan asam larutan memiliki ph bersifat korosif memiliki asam cuka jeruk contohnya asam klorida hcl asam sulfat hso larutan basa larutan memiliki ph bersifat licin disentuh pahit contohnya natrium hidroksida naoh amonia nh,"['larutan', 'asam', 'larutan', 'memiliki', 'ph', 'bersifat', 'korosif', 'memiliki', 'asam', 'cuka', 'jeruk', 'contohnya', 'asam', 'klorida', 'hcl', 'asam', 'sulfat', 'hso', 'larutan', 'basa', 'larutan', 'memiliki', 'ph', 'bersifat', 'licin', 'disentuh', 'pahit', 'contohnya', 'natrium', 'hidroksida', 'naoh', 'amonia', 'nh']",1,0.5767199349945829,0.46599131693198276
"Bakteri adalah mikroorganisme yang bisa hidup sendiri dan berkembang biak dengan cara membelah diri. Contohnya Escherichia coli.

Virus adalah parasit yang membutuhkan inang untuk berkembang biak dan tidak dapat hidup sendiri. Contohnya virus influenza dan SARS-CoV-2.",1,168,False,False,bakteri adalah mikroorganisme yang bisa hidup sendiri dan berkembang biak dengan cara membelah diri contohnya escherichia coli virus adalah parasit yang membutuhkan inang untuk berkembang biak dan tidak dapat hidup sendiri contohnya virus influenza dan sarscov,bakteri mikroorganisme hidup berkembang biak membelah contohnya escherichia coli virus parasit membutuhkan inang berkembang biak hidup contohnya virus influenza sarscov,"['bakteri', 'mikroorganisme', 'hidup', 'berkembang', 'biak', 'membelah', 'contohnya', 'escherichia', 'coli', 'virus', 'parasit', 'membutuhkan', 'inang', 'berkembang', 'biak', 'hidup', 'contohnya', 'virus', 'influenza', 'sarscov']",0,0.5257375437062937,0.4359623733719248
"Empati adalah kemampuan merasakan dan memahami perasaan orang lain seolah-olah mengalaminya sendiri. Contoh: Ikut menangis saat teman mengalami kehilangan orang terdekatnya.

Simpati adalah rasa peduli terhadap orang lain tanpa harus benar-benar merasakan apa yang mereka alami. Contoh: Mengucapkan belasungkawa saat teman sedang berduka.",1,217,False,False,empati adalah kemampuan merasakan dan memahami perasaan orang lain seolaholah mengalaminya sendiri contoh ikut menangis saat teman mengalami kehilangan orang terdekatnya simpati adalah rasa peduli terhadap orang lain tanpa harus benarbenar merasakan apa yang mereka alami contoh mengucapkan belasungkawa saat teman sedang berduka,empati kemampuan merasakan memahami perasaan orang seolaholah mengalaminya contoh menangis teman mengalami kehilangan orang terdekatnya simpati peduli orang benarbenar merasakan alami contoh belasungkawa teman berduka,"['empati', 'kemampuan', 'merasakan', 'memahami', 'perasaan', 'orang', 'seolaholah', 'mengalaminya', 'contoh', 'menangis', 'teman', 'mengalami', 'kehilangan', 'orang', 'terdekatnya', 'simpati', 'peduli', 'orang', 'benarbenar', 'merasakan', 'alami', 'contoh', 'belasungkawa', 'teman', 'berduka']",1,0.5567881873028933,0.22591210297814004
