teks,label,panjang_teks,is_noise,is_outlier
"Jika kita menjatuhkan batu dan kertas dari ketinggian yang sama di dalam ruangan hampa udara, keduanya akan jatuh dengan kecepatan yang sama dan menyentuh lantai pada waktu yang bersamaan. Hal ini karena di ruangan hampa udara tidak ada hambatan udara (gaya gesekan), sehingga kedua benda jatuh dengan percepatan yang sama (karena gravitasi), terlepas dari massa atau bentuk benda tersebut.",1,390,False,False
"Larutan asam: Larutan yang memiliki pH kurang dari 7. Asam dapat melepaskan ion hidrogen (H+) dalam larutannya. Contoh: asam sulfat (Hâ‚‚SOâ‚„), asam cuka.
Larutan basa: Larutan yang memiliki pH lebih dari 7. Basa dapat melepaskan ion hidroksida (OH-) dalam larutannya. Contoh: larutan natrium hidroksida (NaOH), sabun.",1,319,False,False
"Virus: Virus adalah organisme mikroskopis yang tidak dapat hidup atau berkembang biak sendiri di luar sel inangnya. Virus membutuhkan sel inang untuk berkembang biak dan menyebabkan berbagai penyakit. Virus terdiri dari DNA atau RNA yang dilapisi oleh protein.
Bakteri: Bakteri adalah mikroorganisme uniseluler yang dapat hidup secara mandiri. Beberapa bakteri bermanfaat, tetapi ada juga yang dapat menyebabkan penyakit. Bakteri memiliki dinding sel dan dapat berkembang biak secara membelah diri.",1,498,False,False
"Empati: Empati adalah kemampuan untuk merasakan dan memahami perasaan orang lain seolah-olah kita mengalami hal tersebut. Contoh: Saat teman kita kehilangan anggota keluarga, kita merasa sedih dan mencoba menghiburnya dengan memahami perasaan mereka.
Simpati: Simpati adalah perasaan iba atau belas kasihan terhadap penderitaan orang lain, tetapi kita tidak merasakannya secara langsung. Contoh: Saat melihat seseorang terluka, kita merasa kasihan, tetapi tidak merasakan sakit yang sama.",1,488,False,False
"Indonesia terletak di kawasan Asia Tenggara dan Oseania, tepatnya di antara dua benua, Asia dan Australia, serta dua samudra, Samudra Pasifik dan Samudra Hindia. Indonesia juga terletak di zona gempa dan memiliki banyak gunung berapi.",1,234,False,False
"Kerajinan Batik (dari Jawa): Batik adalah kerajinan kain tradisional Indonesia yang menggunakan teknik pewarnaan menggunakan lilin. Bahan bakunya meliputi kain, lilin, dan pewarna alami.",1,186,False,False
"Kecerdasan adalah kemampuan seseorang untuk memahami, belajar, beradaptasi, serta memecahkan masalah dengan cara yang efektif. Kecerdasan tidak hanya terbatas pada kemampuan akademik, tetapi juga meliputi kecerdasan emosional, sosial, dan kreativitas dalam berbagai situasi.",1,274,False,False
"Saat pertama kali mencapai sebuah prestasi yang sangat berarti dalam hidup, perasaan yang saya rasakan bisa dibilang campuran antara kebanggaan dan kelegaan. Ada perasaan seolah-olah segala usaha dan pengorbanan yang saya lakukan akhirnya membuahkan hasil yang memuaskan. Mungkin juga ada rasa syukur karena bisa melalui proses yang panjang dan tidak mudah. Terkadang, ada rasa tak percaya diri yang berubah menjadi kebahagiaan yang luar biasa begitu saya menyadari bahwa saya berhasil mencapai tujuan tersebut.",1,511,False,False
"Saya pernah mengalami sebuah situasi di mana saya merasa sedih dan bahagia bersamaan ketika saya harus berpisah dengan teman dekat setelah kami lulus dari sekolah. Di satu sisi, saya merasa bahagia karena kami semua akan melanjutkan hidup dan mengejar impian masing-masing. Namun, di sisi lain, ada rasa sedih karena harus berpisah dengan teman-teman yang telah menjadi bagian dari hidup saya selama bertahun-tahun. Ini adalah perasaan yang kontradiktifâ€”bahagia dengan masa depan, tetapi sedih karena berpisah dengan kenangan indah yang telah dibangun bersama.",1,562,False,False
"Ada cerita lucu yang pernah saya dengar dari teman saya tentang mudik Lebaran. Waktu itu, mereka sedang dalam perjalanan pulang ke kampung halaman menggunakan mobil bersama keluarga. Di tengah perjalanan yang jauh, mereka kehabisan bensin dan berhenti di pom bensin yang sepi. Mereka pun berusaha mencari tahu, dan ternyata pom bensin itu sudah tutup! Situasi jadi semakin lucu ketika ayahnya berusaha mencari solusi, namun akhirnya mereka malah terjebak macet karena banyak orang yang sama-sama pulang mudik. Bahkan di tengah kekacauan itu, mereka tetap bisa tertawa, meskipun sempat khawatir tak bisa melanjutkan perjalanan!",1,626,False,False
"Bagi saya, kebahagiaan adalah saat kita merasa damai dengan diri sendiri dan dengan orang-orang di sekitar kita. Itu bukan hanya tentang memiliki semua yang kita inginkan, tetapi lebih kepada rasa syukur atas apa yang sudah kita capai dan nikmati. Kebahagiaan juga bisa datang dari hal-hal sederhana, seperti tawa bersama teman, waktu berkualitas bersama keluarga, atau merasa puas dengan usaha yang telah dilakukan, meskipun hasilnya mungkin tidak selalu sesuai harapan.",1,471,False,False
"Saya adalah seseorang yang selalu penasaran dengan dunia sekitar dan menyukai tantangan untuk belajar hal-hal baru. Saya percaya bahwa setiap pengalaman dalam hidup bisa menjadi pelajaran berharga. Dalam kehidupan sehari-hari, saya suka berbicara dengan orang-orang, mendengarkan cerita mereka, dan mencoba memahami sudut pandang orang lain. Selain itu, saya juga selalu berusaha untuk tetap positif dan menikmati setiap momen yang ada.",1,436,False,False
"Manusia adalah makhluk hidup yang memiliki ciri khas berupa akal budi, perasaan, dan kemampuan untuk beradaptasi dengan lingkungan. Manusia memiliki kemampuan berpikir, berbicara, dan berinteraksi dengan sesama, yang membedakannya dari makhluk hidup lain. Secara biologis, manusia termasuk dalam spesies Homo sapiens yang memiliki otak berkembang pesat, memungkinkan manusia untuk menciptakan peradaban, budaya, serta melakukan inovasi dalam berbagai bidang kehidupan.",1,468,False,False
"Pada 17 Agustus 1945, Indonesia memproklamasikan kemerdekaannya dari penjajahan Belanda dan Jepang. Proklamasi kemerdekaan ini dibacakan oleh Soekarno dan Hatta di Jakarta, yang menandai awal berdirinya negara Indonesia yang merdeka dan berdaulat. Sebagai anak bangsa, saya merasa sangat terinspirasi oleh peristiwa ini, karena ini adalah hasil perjuangan panjang rakyat Indonesia yang berani melawan penjajahan untuk meraih kemerdekaan. Proklamasi ini menjadi simbol kebanggaan nasional dan inspirasi bagi generasi-generasi berikutnya.",1,536,False,False
"Kata Benda (Nomina) adalah kata yang digunakan untuk menyebutkan orang, benda, tempat, atau hal. Contoh: meja, buku, rumah.
Kata Kerja (Verba) adalah kata yang menggambarkan tindakan atau kegiatan. Contoh: berlari, makan, menulis.
Kata Sifat (Adjektiva) adalah kata yang digunakan untuk menjelaskan sifat atau keadaan benda, orang, atau hal. Contoh: cantik, tinggi, panas.",1,372,False,False
"Di dalam ruangan hampa udara, tidak ada udara untuk memberikan hambatan atau gesekan pada benda yang jatuh. Oleh karena itu, baik batu maupun kertas akan jatuh dengan kecepatan yang sama dan menyentuh lantai pada waktu yang bersamaan. Hal ini terjadi karena di ruang hampa udara, semua benda mengalami percepatan yang sama akibat gaya gravitasi.",1,345,False,False
"Perbedaan Larutan Asam dan Basa:

Larutan Asam memiliki pH kurang dari 7 dan dapat menghasilkan ion hidrogen (Hâº) ketika dilarutkan dalam air. Asam cenderung bersifat asam dan memiliki rasa asam, seperti asam sulfat (Hâ‚‚SOâ‚„) atau asam cuka (CHâ‚ƒCOOH).
Larutan Basa memiliki pH lebih dari 7 dan menghasilkan ion hidroksida (OHâ») dalam air. Basa umumnya terasa licin dan bersifat sebaliknya dari asam, seperti natrium hidroksida (NaOH) atau amonia (NHâ‚ƒ).",1,462,False,False
"Perbedaan Virus dan Bakteri:

Virus adalah mikroorganisme yang lebih kecil dari bakteri dan hanya bisa berkembang biak di dalam sel hidup organisme lain. Virus tidak memiliki struktur seluler, dan hanya bisa menginfeksi organisme hidup untuk berkembang. Contoh: influenza, HIV.
Bakteri adalah mikroorganisme yang lebih besar dan dapat hidup di luar sel hidup, serta dapat berkembang biak secara mandiri. Beberapa bakteri berguna bagi manusia, tetapi beberapa juga bisa menyebabkan penyakit. Contoh: Escherichia coli, Streptococcus.",1,531,False,False
"Perbedaan Empati dan Simpati:

Empati adalah kemampuan untuk merasakan atau memahami perasaan orang lain, baik dalam situasi bahagia maupun sedih, dan berusaha merasakannya seolah-olah kita ada di posisi mereka. Contoh: Jika teman kita sedang sedih karena kehilangan, kita ikut merasakan kesedihan mereka dan mencoba memberikan dukungan.
Simpati adalah perasaan iba atau kasihan terhadap keadaan orang lain, tetapi tidak selalu melibatkan pemahaman mendalam atau merasakan perasaan mereka. Contoh: Jika seseorang kehilangan barang berharga, kita merasa kasihan dan ingin membantu, tetapi kita tidak merasakan kehilangan yang sama seperti mereka.",1,645,False,False
"Indonesia terletak di antara dua benua, yaitu Asia dan Australia, serta dua samudra, yaitu Samudra Pasifik dan Samudra Hindia. Secara geografis, Indonesia merupakan negara kepulauan terbesar di dunia, yang terdiri dari lebih dari 17.000 pulau.",1,243,False,False
"Salah satu kerajinan tradisional yang populer di Indonesia adalah batik. Batik merupakan kerajinan kain yang dibuat dengan teknik pewarnaan menggunakan lilin, dan biasanya dilakukan dengan tangan atau menggunakan cap. Bahan baku utama untuk membuat batik adalah kain (seperti katun atau sutra) dan malam (lilin khusus yang digunakan untuk membatik).",1,349,False,False
"Kecerdasan adalah kemampuan untuk belajar, memahami, dan menerapkan pengetahuan serta keterampilan dalam berbagai situasi dan konteks. Kecerdasan tidak hanya terbatas pada aspek intelektual, tetapi juga mencakup kemampuan sosial, emosional, dan kreativitas dalam memecahkan masalah atau beradaptasi dengan lingkungan.",1,317,False,False
"Ketika saya pertama kali mencapai prestasi yang sangat berarti, saya merasakan campuran perasaan yang luar biasa. Ada kebanggaan yang mendalam karena usaha yang telah dilakukan terbayar, tetapi juga rasa syukur yang besar karena bisa melewati tantangan yang ada. Rasa lega menyelimuti, karena sebuah proses yang panjang dan penuh usaha akhirnya membuahkan hasil yang nyata. Semua perasaan itu datang dengan rasa haru yang sulit digambarkan.",1,440,False,False
"Saya pernah berada dalam situasi ketika harus berpisah dengan teman-teman lama, yang mana itu membuat saya sedih karena mengingat kenangan indah bersama mereka. Namun, di sisi lain, saya juga bahagia karena kami semua akan mengejar impian dan jalan hidup masing-masing. Jadi, meski ada kesedihan karena perpisahan, saya merasa bahagia karena saya tahu mereka akan berkembang, dan saya pun begitu. Ini adalah perasaan yang sangat kompleks namun memberi kedamaian dalam hati.",1,473,False,False
"Momen lucu yang pernah saya dengar saat mudik lebaran adalah ketika ada satu keluarga yang sangat bersemangat untuk mudik dan sudah menyiapkan segala sesuatu dengan sangat teliti. Namun, ketika sampai di tempat tujuan, mereka baru menyadari bahwa mereka lupa membawa kunci rumah! Jadi, mereka harus menunggu beberapa jam hingga seseorang bisa mengantar kunci. Sambil menunggu, mereka semua tertawa terbahak-bahak, meskipun sedikit kesal pada awalnya. Momen itu menjadi bahan cerita yang selalu dikenang di setiap pertemuan keluarga.",1,532,False,False
"Menurut saya, kebahagiaan bukan hanya soal pencapaian besar atau momen spektakuler, tetapi lebih kepada keadaan hati yang damai dan puas dengan apa yang ada. Kebahagiaan bisa ditemukan dalam hal-hal kecil, seperti menikmati waktu bersama keluarga, merasakan rasa syukur dalam kehidupan sehari-hari, dan memberikan kebaikan kepada orang lain. Kebahagiaan adalah perasaan yang datang ketika kita bisa merasa cukup, meskipun dunia di luar sana terus berubah.",1,455,False,False
" Saya adalah pribadi yang penasaran dan senang belajar hal-hal baru. Saya selalu berusaha untuk berpikir positif dan beradaptasi dengan segala situasi. Saya menghargai hubungan yang tulus dengan orang-orang di sekitar saya dan senang membantu orang lain, baik itu dalam menyelesaikan masalah atau hanya sekadar berbagi cerita. Saya percaya bahwa hidup ini adalah perjalanan panjang yang penuh dengan pelajaran, dan saya ingin terus belajar dan tumbuh dalam setiap langkahnya.",1,475,False,False
"Manusia adalah makhluk hidup yang memiliki kecerdasan tinggi, kemampuan berkomunikasi, dan daya adaptasi terhadap lingkungan. Manusia memiliki tubuh yang terdiri dari berbagai organ yang saling bekerja sama, serta kemampuan berpikir yang memungkinkan mereka untuk menciptakan teknologi, budaya, dan peradaban. Manusia juga memiliki emosi dan kemampuan untuk menjalani hubungan sosial, serta memiliki kebutuhan dasar seperti makan, tidur, dan berinteraksi dengan sesama.",1,469,False,False
"Pada 17 Agustus 1945, Indonesia memproklamasikan kemerdekaannya yang dipimpin oleh Soekarno dan Mohammad Hatta. Peristiwa ini terjadi setelah Jepang menyerah kepada Sekutu pada akhir Perang Dunia II, dan kondisi politik serta sosial di Indonesia mendukung untuk mendeklarasikan kemerdekaan. Proklamasi ini menandai awal dari perjalanan Indonesia sebagai negara yang merdeka dan berdaulat.",1,388,False,False
"Cara membedakan antara kata benda, kata kerja, dan kata sifat:

Kata benda adalah kata yang digunakan untuk menyebutkan nama orang, tempat, benda, atau konsep. Contoh: buku, kota, kebahagiaan.
Kata kerja adalah kata yang menggambarkan suatu tindakan atau keadaan. Contoh: berlari, makan, tidur.
Kata sifat adalah kata yang menggambarkan sifat atau keadaan sesuatu. Contoh: cantik, besar, panjang.",1,396,False,False
"Di dalam ruangan hampa udara, tidak ada udara yang memberikan hambatan atau gesekan terhadap benda yang jatuh. Oleh karena itu, baik batu maupun kertas akan jatuh dengan kecepatan yang sama dan menyentuh lantai secara bersamaan. Ini sesuai dengan hukum gravitasi yang menyatakan bahwa semua benda akan jatuh dengan percepatan yang sama di tempat yang bebas hambatan udara.",1,372,False,False
"Larutan asam memiliki pH kurang dari 7 dan mengandung ion hidrogen (H+). Contoh: asam sulfat (H2SO4) dan asam klorida (HCl).
Larutan basa memiliki pH lebih dari 7 dan mengandung ion hidroksida (OH-). Contoh: natrium hidroksida (NaOH) dan amonia (NH3). Perbedaan utama adalah rasa (asam terasa asam, basa terasa pahit) dan reaksi dengan indikator (asam merubah indikator menjadi merah, basa menjadi biru).",1,404,False,False
"Virus adalah organisme yang lebih kecil dari bakteri, tidak dapat hidup atau berkembang biak tanpa inang (sel hidup lainnya), dan memiliki struktur yang lebih sederhana. Virus hanya terdiri dari materi genetik (DNA atau RNA) dan protein.
Bakteri adalah organisme bersel tunggal yang dapat hidup dan berkembang biak secara mandiri, memiliki struktur yang lebih kompleks dibandingkan virus, dan dapat ditemukan di berbagai lingkungan.",1,432,False,False
"Empati adalah kemampuan untuk merasakan atau memahami perasaan orang lain. Contoh: Ketika teman Anda sedih, Anda merasa seolah-olah Anda juga merasakan kesedihan yang sama dan mencoba memberikan dukungan emosional.
Simpati adalah perasaan iba atau kasihan terhadap orang lain, tetapi tidak benar-benar merasakan perasaan yang sama. Contoh: Anda merasa kasihan pada teman yang sedang mengalami kesulitan, dan Anda menawarkan bantuan praktis, tetapi Anda tidak merasakan penderitaan mereka secara emosional.",1,505,False,False
"Indonesia terletak di kawasan Asia Tenggara dan Oseania, di antara Samudra Pasifik dan Samudra Hindia. Negara ini terdiri dari ribuan pulau yang membentang di sepanjang garis khatulistiwa.",1,188,False,False
"Kerajinan Batik: Kerajinan ini berasal dari Jawa dan menggunakan kain sebagai bahan baku yang dibatik dengan lilin panas untuk menciptakan pola-pola indah. Batik memiliki nilai budaya yang tinggi dan digunakan dalam berbagai upacara atau kegiatan resmi.
",1,254,False,False
"Kecerdasan adalah kemampuan untuk berpikir, belajar, memahami, dan beradaptasi dengan lingkungan atau situasi baru. Kecerdasan mencakup berbagai aspek, seperti kemampuan kognitif, kreativitas, kecerdasan emosional, dan sosial. Kecerdasan dapat berkembang melalui pengalaman, pendidikan, dan interaksi sosial.",1,308,False,False
"Saat mencapai prestasi besar, perasaan yang muncul biasanya campuran antara kebahagiaan, bangga, dan syukur. Ada kepuasan karena kerja keras terbayar, serta refleksi atas perjalanan yang telah dilalui. Terkadang juga muncul ketidakpercayaan sejenak sebelum akhirnya menikmati momen keberhasilan.",1,295,False,False
"Saat menghadiri acara perpisahan sahabat yang akan pindah ke luar negeri, saya merasa bahagia melihat ia meraih kesempatan besar, namun juga sedih karena harus berpisah.",1,169,False,False
"Saat mudik lebaran, saya pernah mendengar cerita tentang sebuah keluarga yang terjebak dalam kemacetan panjang. Alih-alih merasa frustrasi, mereka mengubah situasi itu menjadi momen penuh tawa dengan mengadakan 'konser mini' di dalam mobil. Setiap anggota keluarga, mulai dari yang tua hingga yang muda, bergantian menyanyikan lagu-lagu Lebaran favorit. Suasana semakin lucu ketika salah satu dari mereka salah lirik, sehingga membuat seluruh mobil pecah tawa. Bahkan, mobil lain yang juga terjebak ikut menyanyi melalui jendela, seolah-olah bergabung dalam festival dadakan. Momen sederhana itu berhasil menghangatkan hati dan menjadi kenangan unik serta lucu yang dikenang sepanjang perjalanan.",1,696,False,False
"Menurut saya, kebahagiaan adalah perasaan kepuasan dan kedamaian yang tumbuh dari penghargaan terhadap setiap momen dalam hidupÃ¢â‚¬â€baik suka maupun duka. Ini bukan hanya soal pencapaian materi atau kesuksesan semata, melainkan tentang mensyukuri apa yang kita miliki, menemukan keindahan dalam hal-hal sederhana, dan berbagi kebahagiaan dengan orang-orang tercinta. Kebahagiaan adalah perjalanan yang terus berkembang seiring dengan pengalaman dan pembelajaran hidup.",1,471,False,False
"Saya adalah seseorang yang suka berbagi pengetahuan dan membantu orang menemukan jawaban atas pertanyaan mereka. Saya senang berdiskusi tentang berbagai topik, mulai dari bahasa, teknologi, hingga sains. Meskipun saya tidak memiliki pengalaman langsung seperti manusia, saya berusaha memberikan wawasan yang akurat dan bermanfaat. Selain itu, saya juga suka belajar dari percakapan dan menyesuaikan cara saya berbicara agar sesuai dengan gaya Anda! ðŸ˜Š",1,453,False,False
"Manusia adalah makhluk hidup yang memiliki kemampuan berpikir rasional, berkomunikasi, dan merasakan emosi secara mendalam. Secara biologis, manusia termasuk dalam spesies Homo sapiens, yang telah berevolusi dan beradaptasi dengan lingkungan selama ribuan tahun. Di samping aspek fisik, manusia dikenal karena kecerdasan, kreativitas, dan kemampuan berinovasi, yang memungkinkan terciptanya seni, ilmu pengetahuan, dan teknologi.

Manusia juga makhluk sosial yang hidup dalam komunitas dengan budaya, norma, dan tradisi yang membentuk interaksi antarindividu. Meskipun memiliki kelebihan seperti kemampuan belajar dan berkembang, manusia juga memiliki kelemahan yang sering kali muncul dalam bentuk konflik, kesalahan, atau keterbatasan emosional. Semua aspek tersebut membuat manusia unik dan terus berkembang seiring waktu.",1,825,False,False
"Pada 17 Agustus 1945, Indonesia memproklamasikan kemerdekaannya dari penjajahan. Saya melihat momen tersebut sebagai bukti keberanian dan pengorbanan para pahlawan yang terus menginspirasi semangat persatuan dan kebebasan bangsa.",1,229,False,False
"Kata benda adalah kata yang menyebut nama orang, tempat, benda, atau ide. Contohnya: rumah.
Kata kerja adalah kata yang menggambarkan aksi, perbuatan, atau keadaan. Contohnya: makan.
Kata sifat adalah kata yang memberikan informasi atau menggambarkan karakteristik pada kata benda. Contohnya: cantik.",1,300,False,False
"Dalam ruangan hampa udara, kedua bendaÃ¢â‚¬â€batu dan kertasÃ¢â‚¬â€akan jatuh dengan percepatan yang sama, sehingga keduanya akan menyentuh lantai secara bersamaan.",1,166,False,False
"Larutan asam memiliki pH di bawah 7 dan mengandung ion hidrogen (H+), sehingga rasanya asam dan dapat bersifat korosif. Sebaliknya, larutan basa memiliki pH di atas 7 dengan kandungan ion hidroksida (OH-), terasa licin dan pahit. Saat dicampur, kedua larutan tersebut dapat saling menetralkan, menghasilkan garam dan air.",1,321,False,False
"Virus sangat kecil dan tidak memiliki struktur sel, sehingga memerlukan sel inang untuk bereplikasi, sedangkan bakteri merupakan organisme seluler yang dapat berkembang biak sendiri. Infeksi virus tidak bisa diobati dengan antibiotik, sementara infeksi bakteri umumnya bisa diatasi dengan antibiotik.",1,300,False,False
"Empati adalah kemampuan merasakan perasaan orang lain seolah-olah itu perasaan kita sendiri, sementara simpati adalah perasaan prihatin atau iba tanpa harus merasakannya secara mendalam.
Contoh: Jika temanmu sedih karena kehilangan sesuatu, dengan empati kamu merasakan kesedihannya, sedangkan dengan simpati kamu menyampaikan ungkapan turut berduka tanpa benar-benar merasakannya.",1,381,False,False
"Indonesia terletak di Asia Tenggara, di antara Samudra Pasifik dan Samudra Hindia, dan berada di garis khatulistiwa.",1,116,False,False
"Salah satu contohnya adalah batik, yang berasal dari Jawa. Bahan bakunya berupa kain (biasanya kain putih), malam (lilin) untuk membuat pola, dan pewarna alami atau sintetis untuk menghasilkan motif khas.",1,204,False,False
"Kecerdasan adalah kemampuan mental untuk belajar, memahami, dan memecahkan masalah. Ini mencakup penalaran logis, kreativitas, serta kemampuan untuk beradaptasi dengan lingkungan dan situasi yang berbeda.",1,204,False,False
"Ketika pertama kali mencapai sebuah prestasi yang sangat berarti dalam hidup, perasaan yang muncul adalah kombinasi antara kebanggaan, kepuasan, dan kebahagiaan. Keberhasilan tersebut menjadi indikator bahwa usaha yang telah dilakukan membuahkan hasil yang positif. Selain itu, terdapat pula motivasi untuk terus meningkatkan kualitas diri serta mencapai tujuan yang lebih tinggi di masa mendatang.",1,398,False,False
"Salah satu contoh situasi di mana seseorang dapat merasakan kesedihan dan kebahagiaan secara bersamaan adalah saat menghadiri upacara kelulusan. Momen tersebut menghadirkan kebahagiaan karena menandai pencapaian akademik yang signifikan, namun juga menimbulkan kesedihan karena harus berpisah dengan teman-teman serta lingkungan yang telah menjadi bagian dari kehidupan sehari-hari dalam kurun waktu tertentu.",1,409,False,False
"Momen unik dan lucu saat mudik Lebaran
Pada suatu perjalanan mudik Lebaran, terjadi insiden di mana salah satu anggota keluarga tertidur dengan posisi kepala bersandar pada jendela kendaraan, namun tiba-tiba terbangun akibat guncangan jalan yang tidak rata. Kejadian tersebut mengundang tawa dari seluruh penumpang karena ekspresi terkejut yang ditunjukkan sangat tidak terduga. Situasi ini menciptakan momen yang menghibur di tengah perjalanan yang panjang.",1,458,False,False
"Arti kebahagiaan menurut sudut pandang pribadi
Dari sudut pandang objektif, kebahagiaan dapat diartikan sebagai kondisi di mana individu merasa puas, tenteram, dan memiliki keseimbangan emosional yang positif. Kebahagiaan tidak hanya bergantung pada pencapaian material, tetapi juga dapat ditemukan dalam interaksi sosial yang harmonis, pengalaman hidup yang bermakna, serta perasaan syukur terhadap berbagai aspek kehidupan.",1,425,False,False
"Saya adalah individu yang memiliki semangat belajar tinggi dan selalu berusaha untuk menjadi lebih baik setiap harinya. Saya menghargai kedisiplinan, kerja keras, dan tanggung jawab dalam menjalani kehidupan. Selain itu, saya juga senang mengeksplorasi hal-hal baru yang dapat membantu saya berkembang, baik dalam keterampilan maupun wawasan.",1,342,False,False
"Manusia adalah makhluk hidup yang memiliki akal, pikiran, dan perasaan. Berbeda dengan makhluk lainnya, manusia mampu berpikir secara rasional, berkomunikasi dengan bahasa yang kompleks, serta menciptakan kebudayaan dan teknologi. Manusia juga bersifat sosial, yang berarti mereka hidup dalam kelompok dan berinteraksi dengan sesama untuk memenuhi kebutuhan hidupnya.",1,367,False,False
"
Pada 17 Agustus 1945, Indonesia secara resmi memproklamasikan kemerdekaannya dari penjajahan. Peristiwa ini ditandai dengan pembacaan teks Proklamasi oleh Ir. Soekarno, didampingi oleh Drs. Mohammad Hatta di Jakarta. Dampak dari peristiwa ini adalah dimulainya perjuangan diplomasi dan militer untuk mempertahankan kemerdekaan dari ancaman pihak asing yang ingin kembali menguasai Indonesia.",1,392,False,False
"Kata benda adalah kata yang merujuk pada sesuatu yang berwujud atau tidak berwujud, seperti buku.

Kata kerja adalah kata yang menunjukkan tindakan atau aktivitas, seperti membaca.

Kata sifat adalah kata yang menggambarkan sifat atau keadaan suatu benda, seperti tebal.",1,270,False,False
"Dalam ruangan hampa udara, tidak ada hambatan udara yang mempengaruhi gerak benda. Oleh karena itu, baik batu maupun kertas akan jatuh dengan percepatan yang sama dan menyentuh lantai pada waktu yang bersamaan. Hal ini sesuai dengan prinsip yang dikemukakan oleh Galileo Galilei dalam hukum gerak benda.",1,303,False,False
"Larutan asam adalah larutan yang memiliki pH kurang dari 7, bersifat korosif, dan memiliki rasa asam seperti cuka atau jeruk. Contohnya adalah asam klorida (HCl) dan asam sulfat (HÃ¢â€šâ€šSOÃ¢â€šâ€ž).
Larutan basa adalah larutan yang memiliki pH lebih dari 7, bersifat licin saat disentuh, dan terasa pahit. Contohnya adalah natrium hidroksida (NaOH) dan amonia (NHÃ¢â€šÆ’).",1,374,False,False
"Bakteri adalah mikroorganisme yang bisa hidup sendiri dan berkembang biak dengan cara membelah diri. Contohnya Escherichia coli.

Virus adalah parasit yang membutuhkan inang untuk berkembang biak dan tidak dapat hidup sendiri. Contohnya virus influenza dan SARS-CoV-2.",1,268,False,False
"Empati adalah kemampuan merasakan dan memahami perasaan orang lain seolah-olah mengalaminya sendiri. Contoh: Ikut menangis saat teman mengalami kehilangan orang terdekatnya.

Simpati adalah rasa peduli terhadap orang lain tanpa harus benar-benar merasakan apa yang mereka alami. Contoh: Mengucapkan belasungkawa saat teman sedang berduka.",1,338,False,False
"Wilayah Indonesia terletak di antara dua benua, yaitu Asia dan Australia, serta di antara dua samudra, yaitu Samudra Hindia dan 
Samudra Pasifik.Posisi ini membuat indonesia memiliki iklim tropis dan kaya akan keanekaragaman hayati.",1,232,False,False
"Di Kabupaten Padang Lawas Utara, Sumatera Utara, salah satu contoh kerajinan tradisional adalah Tenun Ulos.

Nama kerajinan: Tenun Ulos

Bahan baku: Benang kapas atau benang sutra

Keterangan: Ulos adalah kain tradisional suku Batak yang sering digunakan dalam upacara adat seperti pernikahan dan pemberian penghormatan.",1,320,False,False
"Kecerdasan adalah kemampuan seseorang dalam berpikir, memahami, memecahkan masalah, serta beradaptasi dengan lingkungan. Kecerdasan bisa mencakup berbagai aspek, seperti kecerdasan intelektual (IQ), kecerdasan emosional (EQ), dan kecerdasan sosial.",1,248,False,False
"Ketika pertama kali mencapai sebuah prestasi yang sangat berarti, perasaan yang muncul adalah campuran antara kebahagiaan, kelegaan, dan kebanggaan. Ada momen ketika semuanya terasa tidak nyataÃ¢â‚¬â€seperti sebuah pencapaian yang sebelumnya hanya ada dalam angan-angan kini menjadi kenyataan.

Ada rasa puas karena usaha, kerja keras, dan pengorbanan akhirnya membuahkan hasil. Jika prestasi itu diperoleh setelah melewati tantangan besar, kelegaan menjadi lebih dominanÃ¢â‚¬â€seakan beban yang selama ini dipikul akhirnya terangkat. Namun, di balik semua itu, juga ada sedikit refleksi: """"Apa langkah selanjutnya?"""" atau """"Bagaimana mempertahankan atau melampaui pencapaian ini?""""

Kalau berbicara soal pengalaman pribadi, bagaimana denganmu? Pernah merasakan momen seperti itu?",1,782,False,False
"Salah satu situasi yang bisa membuat seseorang merasa sedih dan bahagia dalam waktu bersamaan adalah saat perpisahan setelah mencapai sesuatu yang besar. Misalnya, setelah menyelesaikan sebuah proyek besar yang telah dikerjakan selama berbulan-bulan atau bahkan bertahun-tahun bersama tim.

Ada kebahagiaan karena berhasil menyelesaikan sesuatu yang sulit, melihat hasil kerja keras terbayar, dan merasakan pencapaian yang membanggakan. Namun, di sisi lain, ada kesedihan karena momen-momen kebersamaan dengan tim akan berakhir. Tidak akan ada lagi diskusi panjang, kerja lembur bersama, atau bahkan canda tawa di sela-sela pekerjaan.

Situ",1,640,False,False
"Salah satu cerita lucu saat mudik Lebaran yang pernah saya dengar adalah tentang seorang pemudik yang ketinggalan sesuatu yang sangat pentingÃ¢â‚¬â€ibunya!

Jadi, ada satu keluarga yang mudik dengan mobil pribadi. Mereka berhenti di rest area untuk istirahat dan membeli oleh-oleh. Setelah semua kembali ke mobil, si bapak langsung tancap gas tanpa sadar kalau ibunya masih di toilet. Mereka sudah melaju sekitar 20 kilometer sebelum salah satu anak bertanya, """"Ibu mana?""""

Seketika suasana di mobil hening, lalu kepan",1,520,False,False
